Name,Title,Total Episodes,Rating (0-10),Genres,Tags,Status,Source,Start Date,End Date,Duration (mins),Studio,Popularity,Description,ImageURL,Link,Note,My rating,Finished?,Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7
I Parry Everything,I Parry Everything,12,6.8,"Action, Adventure, Fantasy","Swordplay, Male Protagonist, Surreal Comedy, Coming of Age, Magic",Finished,Light Novel,2024-07-05,2024-09-20,25,OLM,87212,"The Kingdom of Clays faces a dire crisis: an assassination attempt has just been made on its own Princess Lynneburg, and its neighboring countries eye the aftermath like starving vultures, plotting the Kingdom’s downfall. The ensuing conflict will shape the face of the continent for centuries to come...but Noor doesn’t have a clue about any of that! Having freshly arrived at the royal capital after over a decade of rigorous, isolated training at his mountain home, he’s dead set on achieving his childhood dream of becoming an adventurer, even if the only skills he possesses are useless ones. Sure, he can [Parry] thousands of swords in the span of a single breath, but everybody knows you need more than that if you want to be an adventurer! Our hero’s road to making his dream come true will be long(?) and arduous(?)—but if there’s one thing Noor’s not afraid of, it’s some good ol’ fashioned hard work! (Source: J-Novel Club)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx170695-Nb1DIg7gIHCF.jpg,https://anilist.co/anime/170695,Combined 1 TV season,8.5,Yes,,,,,,,
ORIENT,ORIENT,24,6.6,"Action, Adventure, Comedy, Fantasy","Kaiju, Samurai, Shounen, Swordplay, Historical, Magic, Male Protagonist, Demons",Finished,Manga,2022-01-06,2022-09-27,24,A.C.G.T.,43220,"At age 10, best friends Musashi and Kojirou sat in excited silence as Kojirou's father spun tales of evil demons who preyed on the innocent, and the warriors who defeated them. Practicing swordplay, the two swear an oath to become the strongest in the world, but as they grow up, Kojirou turns cynical, and Musashi comes to the realization that he can't overturn 150 years of demon rule on his own. He's being called a prodigy with a pickaxe, and he's almost ready to settle into a life of labor. Yet he can't shake the feeling that he still has a responsibility to act... and soon, the injustices of his world will force his hand... (Source: Kodansha USA)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx128034-PHcAWDtmPuAK.jpg,https://anilist.co/anime/128034,Combined 2 TV seasons,8.5,Yes,,,,,,,
New Saga,New Saga,12,6.5,"Adventure, Fantasy","Time Manipulation, Female Harem, Male Protagonist, Age Regression, Swordplay",Finished,Light Novel,2025-07-03,2025-09-18,24,"Studio Massket, Studio Clutch",35954,"After a brutal war, magic swordsman Kyle defeats the Demon King but is left dying. A crimson crystal sends him four years into the past to his once-destroyed hometown where he finds his lost loved ones alive. Armed with future knowledge, Kyle vows to prevent the coming tragedy and rewrite fate. (Source: Crunchyroll) Note: Initially scheduled for July 2023, the anime saw several delays and a complete change in Director (previously Norikazu Ishigooka) and Studio (previously Yokohama Anime Lab x Makaria)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx155838-0zx6MTeoo5sk.jpg,https://anilist.co/anime/155838,Combined 1 TV season,8.5,Yes,,,,,,,
My Hero Academia: Vigilantes,My Hero Academia: Vigilantes,26,7.5,"Action, Adventure, Drama, Fantasy","Urban Fantasy, Urban, Super Power, Superhero, Shounen, Crime, Male Protagonist, Idol, Anti-Hero, Fugitive",Finished,Manga,2025-04-07,2026-03-30,24,bones film,71689,"Kouichi Haimawari is a dull college student who aspires to be a hero but has given up on his dream. Although 80% of the world’s population has superhuman powers called Quirks, few are chosen to become heroes and protect people. Everything changes for Kouichi when he and Pop☆Step are saved by the vigilante Knuckleduster and get recruited to become vigilantes themselves! (Source: Crunchyroll)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx185736-Ci6AiGwjKKtp.jpg,https://anilist.co/anime/185736,Combined 2 TV seasons,8.5,Yes,,,,,,,
The Wrong Way to Use Healing Magic [anilist:137908],The Wrong Way to Use Healing Magic,13,7.5,"Action, Fantasy","Isekai, Magic, Demons, Male Protagonist",Finished,Light Novel,2024-01-06,2024-03-30,24,"Shin-Ei Animation, Studio Add",123669,"An ordinary walk home from school turns into an epic journey for Usato. After suddenly being dropped into another world with two fellow students, Usato learns he was summoned there by accident. But things turn around when he discovers a unique aptitude for healing magic! Now, he trains beyond human limitations, using his self-healing abilities to gain absurd strength and unrivaled stamina. (Source: Crunchyroll)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx137908-50af3lKVbst2.jpg,https://anilist.co/anime/137908,Forced AniList ID 137908; single AniList entry only,8.4,Yes,,,,,,,
Undead unluck,Undead Unluck,24,7.6,"Action, Comedy, Sci-Fi, Supernatural","Male Protagonist, Female Protagonist, Super Power, Shounen, Urban Fantasy, Gore, Foreign, Primarily Adult Cast, Memory Manipulation, Heterosexual, Nudity, Zombie",Finished,Manga,2023-10-07,2024-03-23,24,david production,129036,"All Fuuko wants is a passionate romance like the one in her favorite shoujo manga. Unfortunately, her Unluck ability makes that impossible. But just as Fuuko hits rock bottom, Andy sweeps her off her feet—literally! Now she's become Andy's unwilling test subject as he works to find a way to trigger a stroke of Unluck big enough to kill him for good. However, when the pair discovers a secret organization is hunting them, it puts Andy's burial plans on hold. (Source: VIZ Media)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx154116-3ydDI9hhvPgw.png,https://anilist.co/anime/154116,Matched AniList ID 154116; single AniList entry only,8.4,Yes,,,,,,,
Steins Gate 0,Steins;Gate 0,23,8.4,"Drama, Psychological, Sci-Fi, Thriller","Alternate Universe, Time Manipulation, Artificial Intelligence, Dissociative Identities, Urban, Philosophy, Male Protagonist",Finished,Visual Novel,2018-04-12,2018-09-27,24,WHITE FOX,219217,"The eccentric, self-proclaimed mad scientist Rintarou Okabe has become a shell of his former self. Depressed and traumatized after failing to rescue his friend, he has decided to forsake his mad scientist alter ego and live as an ordinary college student. Surrounded by friends who know little of his time travel experiences, Okabe spends his days trying to forget the horrors of his adventures alone. While working as a receptionist at a college technology forum, Okabe meets the short, spunky Maho Hiyajo, who later turns out to be the interpreter at the forum's presentation, conducted by Professor Alexis Leskinen. In front of a stunned crowd, Alexis and Maho unveil Amadeus—a revolutionary AI capable of storing a person's memories and creating a perfect simulation of that person complete with their personality and quirks. Meeting with Maho and Alexis after the presentation, Okabe learns that the two were Kurisu's colleagues in university, and that they have simulated her in Amadeus. Hired by Alexis to research the simulation's behavior, Okabe is given the chance to interact with the shadow of a long-lost dear friend. Dangerously tangled in the past, Okabe must face the harsh reality...",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx21127-7ARWZkDXKiiD.jpg,https://anilist.co/anime/21127,Combined 1 TV season,8.4,Yes,,,,,,,
Shaman King,Shaman King,64,7.4,"Action, Adventure, Comedy, Drama, Supernatural","Shounen, Ghost, Super Power, Male Protagonist, Mythology, Primarily Child Cast, Reincarnation",Finished,Manga,2001-07-04,2002-09-25,23,Xebec,59537,"Shamans possess mysterious powers that allow them to commune with gods, spirits, and even the dead…and Manta Oyamada's about to learn all about them, because his class just welcomed a new transfer student: Yoh Asakura, a boy from way off in Izumo…and a shaman in training! (Source: Kodansha USA)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx154-hSYv4EtcBE1p.png,https://anilist.co/anime/154,Combined 1 TV season,8.4,Yes,,,,,,,
Pluto [anilist:99088],PLUTO,8,8.4,"Action, Drama, Mecha, Mystery, Psychological, Sci-Fi, Thriller","Robots, Artificial Intelligence, Detective, Seinen, Police, Ensemble Cast, Crime, Philosophy, War, Politics, Foreign, Urban",Finished,Manga,2023-10-26,2023-10-26,60,Studio M2,102147,"A murder occurs in an orderly world where robots are unable to kill humans. The robotic Europol investigator Gesicht takes the case, but the mystery deepens when he finds no trace of a human at the scene of the crime. As he pursues the truth, Gesicht uncovers the most evil manifestation of hate that history has ever seen, one that is bent on bringing destruction to the world ... (Source: Netflix)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx99088-LTJskMD1wbbQ.png,https://anilist.co/anime/99088,Forced AniList ID 99088; combined 1 TV season,8.4,Yes,,,,,,,
Kabaneri of the Iron Fortress [anilist:21196],Kabaneri of the Iron Fortress,12,7,"Action, Drama, Fantasy, Horror, Supernatural","Zombie, Steampunk, Post-Apocalyptic, Trains, Pandemic, Guns, Travel, Female Protagonist",Finished,Original,2016-04-08,2016-07-01,23,WIT STUDIO,193361,"As the world is in the middle of an industrial revolution, a monster appears that cannot be defeated unless its heart, which is protected by a layer of iron, is pierced. By infecting humans with its bite, the monster can create aggressive and undead creatures known as Kabane. On the island Hinomoto, located in the far east, people have built stations to shelter themselves from these creatures. People access the station, as well as transport wares between them, with the help of a locomotive running on steam, called Hayajiro. Ikoma, a boy who lives in the Aragane station and helps to build Hayajiro, creates his own weapon called Tsuranukizutsu in order to defeat the creatures. One day, as he waits for an opportunity to use his weapon, he meets a girl named Mumei, who is excused from the mandatory Kabane inspection. During the night, Ikoma meets Mumei again as he sees Hayajiro going out of control. The staff on the locomotive has turned into the creatures. The station, now under attack by Kabane, is the opportunity Ikoma has been looking for.",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx21196-2PfPfIDrxKki.jpg,https://anilist.co/anime/21196,Forced AniList ID 21196; combined 1 TV season,8.4,Yes,,,,,,,
Btooom!,BTOOOM!,12,6.8,"Action, Psychological, Sci-Fi","Battle Royale, Survival, Death Game, Video Games, Female Protagonist, Heterosexual, Coastal, Wilderness, Body Horror, Hikikomori, Seinen",Finished,Manga,2012-10-04,2012-12-20,24,MADHOUSE,162824,"In the blink of the mind's eye, Ryouta Sakamoto suddenly finds himself transported from playing the hit Btoom! video game to being stranded on a mysterious island, equipped with a day's worth of provisions, a bag of bombs, a strange crystal embedded in his left hand and a huge gaping hole in his memory. But it doesn't take long to figure out what's going on, especially after the first person Ryouta meets tries to kill him. Someone is attempting to recreate the ultra-violent Btoom! game in real life, and the island has been filled with an army of other unwilling players, each armed with one of the multiple variants of explosive weapons called BIM. Fortunately, Ryouta's an ace Btoom! player, but this insane version of the game has no reset switch or second lives, and there's only one way off the island: kill seven other people before they can kill you! Can Ryouta repurpose his game based skills fast enough to survive? (Source: Sentai Filmworks)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx14345-BeDPCuhQGtL5.jpg,https://anilist.co/anime/14345,Combined 1 TV season,8.3,Yes,,,,,,,
Eighty six,86 EIGHTY-SIX,23,8.5,"Action, Drama, Mecha, Sci-Fi","War, Class Struggle, Military, Dystopian, Survival, Ensemble Cast, Seinen, Politics, Female Protagonist, Philosophy, Proxy Battle, Robots",Finished,Light Novel,2021-04-11,2022-03-19,24,A-1 Pictures,315251,"Called “Juggernaut,” these are the unmanned combat drones developed by the Republic of San Magnolia in answer to the attacks by the autonomous unmanned drones of the neighboring Empire of Giad, the “Legion”. But they’re only unmanned in name. In reality, they are piloted by the Eighty-sixers—those considered to be less than human and treated as mere tools. Determined to achieve his own mysterious ends, Shin, the captain of Spearhead Squadron, which is comprised of Eighty-sixers, continues to fight a hopeless war on a battlefield where only death awaits him. (Source: Crunchyroll)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx116589-KawXHB6sApFt.jpg,https://anilist.co/anime/116589,Combined 2 TV seasons,8.3,Yes,,,,,,,
D Gray man,D.Gray-man,116,7.6,"Action, Adventure, Drama, Fantasy, Comedy","Shounen, Demons, Male Protagonist, Super Power, Exorcism, Philosophy, Foreign, Circus, Urban Fantasy, Primarily Teen Cast, Anachronism",Finished,Manga,2006-10-03,2016-09-27,23,TMS Entertainment,115668,"Towards the end of the 19th century, Allen Walker officially joins the organization of Exorcists that destroy the beings known as Akuma; mechanic weapons made by the Millennium Earl with the suffering souls of the dead. Allen has both a cursed eye and an anti-Akuma weapon as an arm, bearing the power of ""Innocence"", a gift given to him as an apostle of God. Allen, along with his fellow Exorcists must put a stop to the Millennium Earl's ultimate plot that could lead to the destruction of the world and all who live on it.",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx1482-6jc8ZVSmHuLo.jpg,https://anilist.co/anime/1482,Combined 2 TV seasons,8.3,Yes,,,,,,,
Dan da dan,DAN DA DAN,24,8.3,"Action, Comedy, Drama, Romance, Sci-Fi, Supernatural, Fantasy","Urban Fantasy, Youkai, Ghost, Aliens, Primarily Teen Cast, Shounen, Male Protagonist, Surreal Comedy, Henshin, Heterosexual, Female Protagonist, Exorcism",Not Yet Released,Manga,2024-10-04,2025-09-19,24,Science SARU,373236,"This is a story about Momo, a high school girl who comes from a family of spirit mediums, and her classmate Okarun, an occult fanatic. After Momo rescues Okarun from being bullied, they begin talking. However, an argument ensues between them since Momo believes in ghosts but denies aliens exist, and Okarun believes in aliens but denies ghosts exist. To prove to each other what they believe in is real, Momo goes to an abandoned hospital where a UFO has been spotted and Okarun goes to a tunnel rumored to be haunted. To their surprise, they each encounter overwhelming paranormal activities that transcend comprehension. Amid these predicaments, Momo awakens her hidden power and Okarun gains the power of a curse to overcome these new dangers! Their fateful love begins as well!? The story of the occult battle and adolescence starts! (Source: Crunchyroll) Notes: - Worldwide premiere of Episode 1 before the Japanese television premiere occurred at Anime Expo July 6, 2024. - Episodes 1-3 titled as DAN DA DAN: FIRST ENCOUNTER was pre-screened in advance in theaters on August 31, 2024 in Asia, September 7, 2024 in Europe and September 13, 2024 in North America. The regular TV broadcast beg...",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx171018-60q1B6GK2Ghb.jpg,https://anilist.co/anime/171018,Combined 3 TV seasons,8.3,Yes,,,,,,,
Black Summoner,Black Summoner,12,6.9,"Action, Adventure, Fantasy","Isekai, Magic, Male Protagonist, Reincarnation, Creature Taming, Memory Manipulation, Female Harem, Gods, Elf",Finished,Light Novel,2022-07-09,2022-09-24,24,Satelight,93508,"Waking up in a strange new place with no memory of his past life, Kelvin learns that he’s bartered away those very memories in exchange for powerful new abilities during his recent transmigration. Heading out into a whole new world as a Summoner — with his first Follower being the very goddess who brought him over! — Kelvin begins his new life as an adventurer, and it isn’t long before he discovers his hidden disposition as a battle junkie. From the Black Knight of the Ancient Castle of Evil Spirits to the demon within the Hidden Cave of the Sage, he revels in the fight against one formidable foe after another. Join this OP adventurer in an exhilarating and epic saga as he and his allies carve their way into the annals of history! (Source: J-Novel Club)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx145260-Yt5W8aQQKqF2.jpg,https://anilist.co/anime/145260,Combined 1 TV season,8.3,Yes,,,,,,,
Yu Yu Hakusho: Ghostfiles,Yu Yu Hakusho: Ghostfiles,112,8.3,"Action, Adventure, Comedy, Supernatural","Coming of Age, Shounen, Demons, Philosophy, Super Power, Delinquents, Urban Fantasy, Martial Arts, Male Protagonist, Afterlife, Primarily Male Cast, Youkai",Finished,Manga,1992-10-10,1995-01-07,24,Studio Pierrot,156608,"Urameshi Yusuke, 14 years of age, is about as troublesome and violent as teenagers come. He is constantly ditching school, causing trouble, and getting into numerous fights everyday. One day however, he does the unexpected, sacrificing himself to save a young child. Such an action, was never ever expected, especially coming from someone as troublesome as Urameshi Yusuke. The afterlife is not prepared for Yusuke, as they never thought he would make such a sacrifice. Nowhere to go, and dead, Yusuke becomes a ghost and must earn his way back into existence. Yusuke is ""employed"" by Koenma, who is in charge while his father and ruler of the afterlife, King Enma, is away. Under Koenma's command, Yusuke helps to stop menacing demons that threaten the lives of people everywhere; whether by stealing priceless and invaluable items and destructive weapons, or by wreaking havoc on humans everywhere. Throughout Yusuke's journey, he is usually joined by; his arch-rival, and local bully, Kuwabara Kazuma. He is also joined by two demons named Hiei and Kurama, whom are ex-convicts of the afterlife that managed to escape from Koenma. This group of unlikely allies goes on to participate and strugg...",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx392-z90299zIvYmx.png,https://anilist.co/anime/392,Combined 1 TV season,8.3,Yes,,,,,,,
Clevatess,Clevatess,25,7.6,"Action, Drama, Fantasy","Monster Boy, Tomboy, Female Protagonist, Medieval, Magic, Orphan, Revenge, Tragedy, Primarily Adult Cast, Parenthood, Adoption, Swordplay",Releasing,Manga,2025-07-02,2025-09-17,24,Lay-duce,82712,"The story centers on the titular Clevatess, the lord of Dark Beasts, who wields both uncanny intellect and destructive power. Frustrated by the 13 heroes tasked to destroy him, he has decided to be rid of humanity once and for all. However, he has been charged with one nuisance: he revived a hero he personally slayed and adopts an orphaned humanoid baby—the last hope to save a dying world. The world stands upon the brink of Armageddon, with the obligation of raising one child holding it all back. Now bound together, what fate awaits this unlikely trio? (Source: Anime News Network, Crunchyroll, edited) Note: The first episode aired with a runtime of ~46 minutes as opposed to the standard 24 minute long episode.",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx178869-qiEz0gQD8H5N.png,https://anilist.co/anime/178869,Combined 2 TV seasons,8.3,Yes,,,,,,,
The Water Magician,The Water Magician,12,7,"Action, Adventure, Fantasy","Isekai, Male Protagonist, Magic, Reincarnation, Dungeon",Finished,Light Novel,2025-07-04,2025-09-26,24,"TYPHOON GRAPHICS, Wonderland",90002,"Ryou is delighted to be reincarnated into the fantastical world of Phi, where he thinks he’ll get to live a quiet life learning to use his newfound water magic. Going with the flow here, however, means something very different. Ryou is immediately pitted against the wild lands he winds up in and the slew of deadly monsters that call the remote subcontinent home. You’d think he’d forget about taking it easy when he’s stuck fighting for his life, but lucky for Ryou, he’s naturally optimistic, clever, and blessed with the hidden “Eternal Youth” trait. Twenty years pass in the blink of an eye, and each encounter along the way pushes him one step closer to the pinnacle of human magic. Little does he realize that’s only the opening chapter of his tale. A fateful meeting soon thrusts Ryou to the forefront of history, forever changing the course of his life... Thus begins the adventures of the strongest water magician the world has ever seen—who also likes to do things at his own pace! (Source: J-Novel Club)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx186052-zq8h0Qo0O0sP.jpg,https://anilist.co/anime/186052,Combined 1 TV season,8.3,Yes,,,,,,,
TRIGUN STAMPEDE,TRIGUN STAMPEDE,24,7.2,"Action, Drama, Sci-Fi, Comedy","Dystopian, Shounen, Full CGI, Guns, Desert, Male Protagonist, Fugitive, CGI, Philosophy, Primarily Adult Cast, Travel, Aliens",Finished,Manga,2023-01-07,2026-03-28,24,Orange,86702,"Vash the Stampede’s a joyful gunslinging pacifist, so why does he have a $6 million bounty on his head? That’s what’s puzzling rookie reporter Meryl Stryfe and her jaded veteran partner when looking into the vigilante only to find someone who hates blood. But their investigation turns out to uncover something heinous—his evil twin brother, Millions Knives. (Source: Crunchyroll)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx151040-9QXRpaprfNmL.png,https://anilist.co/anime/151040,Combined 2 TV seasons,8.3,Yes,,,,,,,
No game no life,"No Game, No Life",12,7.7,"Adventure, Comedy, Ecchi, Fantasy","Isekai, Gambling, Alternate Universe, Video Games, Hikikomori, Magic, Male Protagonist, Primarily Female Cast",Finished,Light Novel,2014-04-09,2014-06-25,24,MADHOUSE,534441,"Bored with life and considering the real world to be just a “crappy game,” savvy sibling shut-ins Sora and Shiro have withdrawn into their own fantasy world filled with video games. However, one day they find themselves summoned to another world by a boy who calls himself “God,” their abilities are about to be put to the ultimate test! Now not only their fates — but the fate of all of humanity — will be decided by a series of games that may just be the hardest these super-geniuses have ever faced! (Source: Sentai Filmworks, edited)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b19815-sEOQ9yQaPKlk.jpg,https://anilist.co/anime/19815,Combined 1 TV season,8.2,Yes,,,,,,,
Kengan ashura [anilist:100891],KENGAN ASHURA ,52,7.3,"Action, Sports","Martial Arts, Full CGI, Ensemble Cast",Finished,Manga,2019-07-31,2019-07-31,25,Larx Entertainment,53321,"Since the Edo periods of Japan, gladiator arenas exist in certain areas. In these arenas, wealthy business owners and merchants hire gladiators to fight in unarmed combat where winner takes all. Toki Taouma, nicknamed ""Ashura"", joins these arenas and devastates his opponents. His spectacular ability to crush his enemies catches the attention of the big business owners, including the Nogi Group chairman, Nogi Hideki. (Source: MangaHelpers)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx100891-vPfnfkzizYFe.jpg,https://anilist.co/anime/100891,Forced AniList ID 100891; combined 1 TV season,8.2,Yes,,,,,,,
Moonlit fantasy [anilist:125206],TSUKIMICHI -Moonlit Fantasy-,37,7.8,"Action, Adventure, Comedy, Fantasy","Isekai, Magic, Male Protagonist, Shounen, Medieval, Creature Taming, Language Barrier, Monster Girl, Anthropomorphism, Female Harem, Gods, Teacher",Not Yet Released,Light Novel,2021-07-07,,24,"C2C, J.C.STAFF",168645,"Makoto Misumi was just an average teenager who happened to suddenly be summoned to another world as a ""hero."" But the goddess of this world called him ugly and took his hero status away from him then sent him to the ends of the world. In the wastelands, he meets dragons, spiders, orcs, dwarves and many other non-human races. Makoto manages to show promises in the use of magic and fighting, which he wouldn't have been able to do in his former world. He has numerous encounters, but will he be able to survive this new world? A fantasy where a guy who had been abandoned by gods and humanity tries to reset his life in this new world is about to begin! (Source: Crunchyroll)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx125206-O2MsOWdW1lVi.jpg,https://anilist.co/anime/125206,Forced AniList ID 125206; combined 3 TV seasons,8.2,Yes,,,,,,,
Bastard [anilist:144677],"BASTARD!! -Heavy Metal, Dark Fantasy-",24,6.3,"Action, Adventure, Comedy, Ecchi, Fantasy","Magic, Heterosexual, Female Harem, Demons, Male Protagonist, Anti-Hero, Seinen, Primarily Adult Cast, Post-Apocalyptic, Meta, Gore, Nudity",Finished,Manga,2022-06-30,2022-09-15,24,LIDENFILMS,31899,"In a postapocalyptic world of heavy metal fantasy, the only thing able to save humans from orcs, lizard men, and other monsters is something even MORE evil. Sealed within a 14-year-old boy, the chaotic wizard Dark Schneider is unleashed to fight four mighty generals and their plot to resurrect the evil god Anslasax. (Source: VIZ Media) Note: The first 13 episodes were released worldwide on Netflix on June 30, 2022, while the remaining 11 episodes released on September 15, 2022.",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx144677-nn0zdlrGZ4Ir.jpg,https://anilist.co/anime/144677,Forced AniList ID 144677; combined 1 TV season,8.2,Yes,,,,,,,
Cagester insect cage [anilist:109586],Cagaster of an Insect Cage,12,6.2,"Action, Drama, Sci-Fi","Post-Apocalyptic, Full CGI, Dystopian, Seinen, Military",Finished,Manga,2020-02-06,2020-02-06,28,Studio KAI,13167,"The nightmare that wiped out two thirds of the human race thirty years ago wasn't caused by germs. It was bugs on an entirely different kind of scale: bizarre insects that mutate their victims into half-human creatures that rapidly evolve into rampaging giant monsters! Yet, as unstoppable as the monstrous insects seemed, humanity is as hard to kill as cockroaches, and exterminators like Kidou now spend their lives stalking and killing the creatures called Cagasters. As the brief still-partially human phase is the best time to strike, however, exterminators soon learn to distance themselves, socially and emotionally, from normal people. But when Kidou finds himself suddenly tasked with returning a young survivor to her mother, he starts to realize that his emotions and humanity may not be buried as deeply as he believed! (Source: Sentai Filmworks)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx109586-kCEXqdiTMX0j.png,https://anilist.co/anime/109586,Forced AniList ID 109586; combined 1 TV season,8.2,Yes,,,,,,,
TOUGEN ANKI,TOUGEN ANKI,24,6.8,"Action, Mystery, Supernatural","Demons, Urban Fantasy, Shounen, Male Protagonist, Guns, Shapeshifting, Tragedy, Super Power, Primarily Male Cast, Revenge, Henshin",Not Yet Released,Manga,2025-07-11,2025-12-26,24,Studio Hibari,73601,"The bloodlines of “Oni” and “Momotarou” have been passed down among certain humans for generations. Long ago, the Oni, aware of their own ferocity, lived in seclusion. However, their peace was shattered by an invasion led by Momotarou. Over thousands of years, these two factions formed the “Momotarou Agency” and the “Oni Agency,” respectively, and have been locked in conflict ever since. The protagonist, Shiki Ichinose, suddenly learns of his Oni lineage following an unexpected attack by Momotarou. This revelation sets Shiki on a path to discover the destiny that lies within his blood — a meeting with the Oni dwelling within him. —A new generation of dark heroics begins here in this tale of demons! (Source: Official Site)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx177474-oHil1yLWldfl.jpg,https://anilist.co/anime/177474,Combined 2 TV seasons,8.2,Yes,,,,,,,
grimgar ashes and illusions [anilist:21428],Grimgar of Fantasy and Ash,12,7.4,"Action, Adventure, Drama, Fantasy","Isekai, Survival, Goblin, Ensemble Cast, Magic, Alternate Universe, Male Protagonist",Finished,Light Novel,2016-01-11,2016-03-28,24,A-1 Pictures,180374,"Fear, survival, instinct. Thrown into a foreign land with nothing but hazy memories and the knowledge of their name, they can feel only these three emotions resonating deep within their souls. A group of strangers is given no other choice than to accept the only paying job in this game-like world—the role of a soldier in the Reserve Army—and eliminate anything that threatens the peace in their new world, Grimgar. When all of the stronger candidates join together, those left behind must create a party together to survive: Manato, a charismatic leader and priest; Haruhiro, a nervous thief; Yume, a cheerful hunter; Shihoru, a shy mage; Mogzo, a kind warrior; and Ranta, a rowdy dark knight. Despite its resemblance to one, this is no game—there are no redos or respawns; it is kill or be killed. It is now up to this ragtag group of unlikely fighters to survive together in a world where life and death are separated only by a fine line.",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx21428-dFVIHeZ8McBe.jpg,https://anilist.co/anime/21428,Forced AniList ID 21428; combined 1 TV season,8.2,Yes,,,,,,,
Overlord,Overlord,52,7.8,"Action, Adventure, Fantasy","Kingdom Management, Male Protagonist, Isekai, Anti-Hero, Magic, Medieval, Skeleton, Ensemble Cast, Virtual World, Super Power, Butler, Primarily Adult Cast",Finished,Light Novel,2015-07-07,2022-09-27,24,MADHOUSE,397281,"The story takes place in the year 2138 when virtual reality gaming is booming. Yggdrasil, a popular online game is quietly shut down one day. However, the protagonist Momonga decides to not log out. Momonga is then transformed into the image of a skeleton as ""the most powerful wizard."" The world continues to change, with non-player characters (NPCs) beginning to feel emotion. Having no parents, friends, or place in society, this ordinary young man Momonga then strives to take over the new world the game has become. (Source: Anime News Network)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx20832-vUNm5zrYWifc.jpg,https://anilist.co/anime/20832,Combined 4 TV seasons,8.1,Yes,,,,,,,
Log horizon ,Log Horizon,62,7.3,"Action, Adventure, Fantasy, Comedy","Virtual World, Isekai, Politics, Video Games, Dungeon, Male Protagonist, Magic, Kingdom Management, Ensemble Cast, Alternate Universe, Economics",Finished,Light Novel,2013-10-05,2021-03-31,25,"Satelight, Studio DEEN",234712,"The online fantasy game Elder Tales is a worldwide phenomenon, immersing millions of players in its intricately conceived virtual world. However, the release of the game's twelfth expansion pack makes that immersion all too literal, as players from around the world are suddenly pulled into the game's no-longer-fictional universe! Now, eight-year ET veteran Shiroe, his friend Naotsugu, the beautiful assassin Akatsuki, and 30,000 other players are faced with the daunting task of learning how to deal with an entirely new reality, one where the Non-Player Characters are actually alive, and the tips and tricks learned while playing with a keyboard no longer apply. (Source: Sentai Filmworks)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx17265-RyErURYesjJt.jpg,https://anilist.co/anime/17265,Combined 3 TV seasons,8.1,Yes,,,,,,,
The Kingdoms of ruin,The Kingdoms of Ruin,12,6.1,"Action, Drama, Fantasy","Revenge, Magic, Tragedy, Witch, Gore, Shounen, Male Protagonist, Lost Civilization",Finished,Manga,2023-10-07,2023-12-23,24,"Yokohama Animation Lab, Nikkatsu, Mainichi Broadcasting System, NetEase Games, arma bianca, Mag Garden, Ray, CTW",81184,"Witches once blessed the human race with wisdom and peace. But the Redia Empire's ""Gear Expansion"" brought about a culture of science that far surpassed magic, and witches were viewed as enemies impeding the progress of civilization. Thus began the witch hunts. One human named Adonis, who was raised by a witch named Chloe, swears revenge against the human race that took his beloved mentor from him. What salvation can be found at the end of a bloodbath fueled by utter despair? (Source: Crunchyroll)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx160900-GxVB6H5ewrqv.jpg,https://anilist.co/anime/160900,Combined 1 TV season,8.1,Yes,,,,,,,
